Make,Model,Variant,Ex-Showroom_Price,Displacement_in_cc,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity_in_litres,Fuel_Type,Height_in_mm,Length_in_mm,Width_in_mm,Body_Type,Doors,City_Mileage_in_km_per_litre,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range_in_km_per_full_charge,Max_Power_in_hp,Max_Torque_in_Nm
Hyundai,Xcent,E,581078.0,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43.0,Petrol,1520.0,3995.0,1660.0,Sedan,4,15.7,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,Only Front Windows,,,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 mm,165/65R14,,Yes,Not on offer,,,,,Internal,407 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,,Yes,,,,,,,Yes,,,,,,Cup Holders,,,,,,,,,,,,,,,,,,,,81.86,114.0
Hyundai,Xcent,Sx 1.2 Crdi,798558.0,1120.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,4,19.0,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 mm,165/65R14,,2,USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"With Remote, Internal",407 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,Yes,,,,,,,,,,,,,,73.97,190.0
Hyundai,Xcent,Sx 1.2 Crdi (O),875358.0,1120.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,4,19.0,,25.4 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,175/60R15,175/60R15,Electric Power,All Windows,,Smart Key,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2425 mm,175/60R15,Yes,2,CD Player with USB & Aux-in,Yes,,2 years / Unlimited Kms,Yes,"With Remote, Internal",407 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,,,,,,,,,,71.02,190.0
Hyundai,Xcent,E Crdi,673261.0,1197.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1520.0,3995.0,1660.0,Sedan,4,19.0,,,,1100 kg,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,165/65R14,165/65R14,Electric Power,Only Front Windows,,,Digital,Analog,Analog,2,5.0,Fabric,Manual,2425 mm,165/65R14,,Yes,Not on offer,,,,,Internal,407 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Second Row,1530 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,,Yes,,,,,,,Yes,,,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,,73.97,190.0
Nissan,Micra,Xl (O) Cvt,662880.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,5,,,19.34 km/litre,,930 kg,5,154 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2450 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,251 litres,Yes,Yes,,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,9.8,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,75.95,104.0
Nissan,Micra,Xv Cvt,781686.0,1198.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,5,,,19.34 km/litre,,,5,154 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,175/60R15,175/60R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2450 mm,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,,24 months /50000 Kms (whichever comes first),Yes,Internal,251 litres,Yes,Yes,,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,9.8,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,75.95,104.0
Nissan,Micra,Xld (O),743504.0,1461.0,4.0,8.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,5,,,23.08 km/litre,,,5,150 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450 mm,14x5.5j Steel,,Yes,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Internal,251 litres,Yes,Yes,,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,63.12,160.0
Nissan,Micra,Xvd,812964.0,1461.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,5,19.5,19.5,23.08 km/litre,,1001 kg,5,150 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,1470 mm,1475 mm,175/60R15,175/60R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2450 mm,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,,24 months /50000 Kms (whichever comes first),Yes,Internal,251 litres,Yes,Yes,,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1425 kg,"Driver frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,63.12,160.0
Mahindra,Bolero,Zlx,942263.0,2523.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5,9.4,13.6,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,1460 mm,1355 mm,215/75R15,215/75R15,Yes,All Windows,,Remote,Digital,Digital,Digital,Yes,7.0,Fabric,Manual,2680 mm,215/75R15,,Yes,CD/MP3 Player,,,2 years / Unlimited Kms,,Manual,1702 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1965 kg,,Yes,,Yes,,,18:1,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,62.14,195.0
Mahindra,Bolero,Slx,917055.0,2523.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5,12.3,15.5,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,,,215/75R15,215/75R15,Yes,All Windows,,Remote,Digital,Digital,Digital,Yes,7.0,Fabric,Manual,2680 mm,215/75R15,,Yes,CD/MP3 Player,,,2 years / Unlimited Kms,,Manual,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,62.14,195.0
Mahindra,Bolero,Sle,860720.0,2523.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5,12.3,15.5,15.96 km/litre,,1615 kg,5,180 mm,Ventilated Disc,Drum,"Independent with Coil Spring mounted on Struts, Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar",Ellipitical leaf springs,,,215/75R15,215/75R15,Yes,,,,Digital,Digital,Digital,Yes,7.0,Fabric,Manual,2680 mm,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,62.14,195.0
Mahindra,Bolero,Ex,815883.0,2523.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1910.0,4221.0,1745.0,SUV,5,9.4,13.6,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,Rigid leaf spring,Rigid leaf spring,,,215/75R15,215/75R15,,,,,Digital,Yes,Digital,Yes,7.0,Fabric,Manual,2794 mm,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,62.14,195.0
Mahindra,Bolero,Ex Non Ac,773678.0,2523.0,4.0,2.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60.0,Diesel,1910.0,4221.0,1745.0,SUV,5,9.4,13.6,15.96 km/litre,,1615 kg,5,183 mm,Ventilated Disc,Drum,Rigid leaf spring,Rigid leaf spring,,,215/75R15,215/75R15,,,,,Digital,Yes,Digital,Yes,7.0,Fabric,Manual,2794 mm,215/75R15,,,Not on offer,,,2 years / Unlimited Kms,,Manual,,,,Yes,Digital,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,,Driver & Front Passenger,,,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,62.14,195.0
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689.0,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4,28.09,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,Digital,Analog,Analog,2,5.0,Leather,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,,90.23,200.0
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689.0,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4,28.09,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,,,,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,,,,,,,90.23,200.0
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689.0,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4,28.09,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,Yes,,,,,,90.23,200.0
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689.0,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4,28.09,,28.09 km/litre,,1105 kg,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,2,5.0,Fabric,Manual,2650 mm,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1590 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,,,,Yes,Yes,,,,Yes,,,Yes,,,,,,90.23,200.0
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689.0,1462.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,,,,,,,104.43,138.0
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689.0,1462.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2650 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,Yes,,,,,,104.43,138.0
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689.0,1462.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4,21.56,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,185/65R15,185/65R15,Electric Power,All Windows,,Remote,Digital,Analog,Analog,2,5.0,Leather,Manual,2650 mm,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,Yes,,,,,,,Yes,,,,,,104.43,138.0
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689.0,1462.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4,,,21.56 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,,,195/55R16,195/55R16,Electric Power,All Windows,,Remote,Digital,Analog,Analog,2,5.0,Leather,Manual,2650 mm,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1520 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,,,,,Yes,Yes,,,Yes,,,,,,104.43,138.0
